registration_number,numeric_id,product_name,manufacturer,material_category,product_category,declared_unit,gwp_a1a3,gwp_unit,gwp_a1a3_indicator,gwp_fossil_a1a3,gwp_biogenic_a1a3,gwp_total_a1a3,life_cycle_stages,lcia_indicator_count,status,is_valid,year_published,publication_date,version_date,valid_until,pcr,geographical_scope,country_of_origin,lca_practitioner,epd_pdf_url,document_count,epd_url,data_hub_dataset
EPD-IES-0012057:005,12057,"TMT Bars - ARS 550D, ARS CRS 550D (98% Recycled Steel)",ARS Steels and Alloy International Private Ltd,Steel & Metal,Construction products,1000 kg,592.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),591.0,0.00394,592.0,"A1-A3, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-06,2025-10-24,2030-03-29,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Conserve Consultants,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/50ac2be5-7300-4cce-c3a5-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12057,True
EPD-IES-0022547:006,22547,ZymeFlow Rezyd-X Z67,CR3 Group,Chemical Products,Chemical products,1 kg,1.5006,kg CO2 eq.,GWP-GHG,1.5005,0.0003408,1.5005,"Upstream, Core, Downstream (cradle-to-grave); no EN 15804 A1-A3 columns",,Registered,True,2025,2025-11-05,2025-10-16,2030-05-14,PCR 2011:10 Detergents and washing preparations (4.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/ceae17c0-2625-44a6-fc3d-08dd863eddd9/Documents,1,https://www.environdec.com/library/epd22547,False
EPD-IES-0022548:006,22548,ZymeFlow UN657,CR3 Group,Chemical Products,Chemical products,1 kg,1.63,kg CO2 eq.,GWP-GHG,1.44,-0.353,1.26,"Upstream, Core, Downstream (cradle-to-grave)",,Registered,True,2025,2025-10-31,2025-10-16,2030-05-14,PCR 2011:10 Detergents and washing preparations (4.0.0),Global,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/bdfce115-0f60-49dd-a8f5-08dd86490896/Documents,1,https://www.environdec.com/library/epd22548,False
EPD-IES-0022924:005,22924,Samrat Ply,Samrat Plywood Limited,Timber & Wood,Construction products,1 kg,-1.018099,kg CO2 eq.,Global Warming Potential (GWP-GHG),4.121777,-5.144769695,-1.018099,"A1-A3, A4, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-26,2025-10-03,2030-10-02,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,"India, Global",India,ganesh@nirantara.solutions,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/5a303a10-1e22-404e-0503-08dd9441fa05/Documents,1,https://www.environdec.com/library/epd22924,True
EPD-IES-0024224:004,24224,Samrat HPL,Samrat Plywood Limited,Other,Construction products,1 kg,1.69977,kg CO2 eq.,Global Warming Potential (GWP-GHG),2.97975,-1.27998157,1.69977,"A1-A3, A4, C1, C2, C3, C4, D",20,Registered,True,2025,2026-01-29,2025-10-03,2030-10-02,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,"India, Global",India,ganesh@nirantara.solutions,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/23dbc5c1-2194-43e4-8278-08dda89777ae/Documents,1,https://www.environdec.com/library/epd24224,True
EPD-IES-0014568:003,14568,TMT Bars,Peekay Steels,Steel & Metal,Construction products,1000 kg,3150.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),3220.0,0.478,3220.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",14,Registered,True,2025,2025-10-09,2025-09-23,2029-07-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9c7b2857-22af-4cf9-6d52-08dc83e25481/Documents,1,https://www.environdec.com/library/epd14568,True
EPD-IES-0025464:001,25464,OMNI Linear Modular Suspended system,Focus Lighting And Fixtures Limited,Furniture & Fittings,Construction products,1 pcs.,44.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.116,0.13,43.9,"A1-A3, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-19,2025-09-13,2030-09-12,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8ffb9370-c3e1-4100-da71-08dddfbf0c48/Documents,1,https://www.environdec.com/library/epd25464,True
EPD-IES-0024111:002,24111,AL59 910,STERLITE POWER TRANSMISSION LTD,Other,Construction products,1 m,58.6,kg CO2 eq.,Global Warming Potential (GWP-GHG),58.6,0.0124,58.6,"A1-A3, A4, A5, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-12,2025-09-10,2030-06-08,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Harsh Uttam,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/c5968f31-2c5e-4a2d-d99a-08dda724ad33/Documents,1,https://www.environdec.com/library/epd24111,True
EPD-IES-0024800:001,24800,GYPROC® Habito Standard™ 13 mm,Saint-Gobain India Private Limited,Other,Construction products,1 m2 of installed plasterboard of 13 mm thickness with a weight of 13 kg/m2 with a useful life of 50 years,3.82,kg CO2 eq.,GWP-GHG,3.71,-0.377,3.35,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-09-12,2025-09-09,2030-09-08,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b2980dec-007b-4d12-a21f-08ddb7b52974/Documents,1,https://www.environdec.com/library/epd24800,False
EPD-IES-0025538:001,25538,"LT Cable - 3.5 Core X 400 Sqmm A2XFY, Aluminium Conductor/XLPE Insulated/Armoured/PVC FRLS Sheathed 1100 Volts Grade Heavy Duty Electric Cable",GEMSCAB INDUSTRIES LIMITED,Other,Construction products,1 m of LT cable (1.1 kV) designed to transmit energy at 426 A for 40 years with a 100% use rate.,93.4,kg CO2 eq.,Global Warming Potential (GWP-GHG),93.3,0.0,93.4,"A1-A3, A5, B6, C1, C2, C3, C4, D",20,Registered,True,2025,2025-10-17,2025-09-04,2030-09-03,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Raghuram A N,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b533bfbb-7e55-48a6-409d-08dde529645c/Documents,1,https://www.environdec.com/library/epd25538,True
EPD-IES-0025539:001,25539,"HT Cable - 3 Core X 400 Sqmm A2XFY, Aluminium Conductor/ XLPE Insulated/Armoured/PVC FRLS Sheathed 19/33 KV (E) Grade Heavy Duty Electric Cable",GEMSCAB INDUSTRIES LIMITED,Other,Construction products,1 m of HT cable (19/33 kV) designed to transmit energy at 402 A for 40 years with a 100% use rate,102.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),102.0,0.0,102.0,"A1-A3, A5, B6, C1, C2, C3, C4, D",20,Registered,True,2025,2025-10-17,2025-09-04,2030-09-04,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,Global,India,Raghuram A N,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9b9e8525-ec87-4a4e-4aca-08dde5297853/Documents,1,https://www.environdec.com/library/epd25539,True
EPD-IES-0024571:004,24571, Fire Resistant Glass (FRG),Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,27 kg,50.2,kg CO2 eq.,Global Warming Potential (GWP-GHG),-5.88,57.7,51.8,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/38fd8cf8-bc0b-4aa5-06b1-08ddae370c27/Documents,1,https://www.environdec.com/library/epd24571,True
EPD-IES-0024574:003,24574,AIS Clear Float Glass,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,14.63 kg,16.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.831,17.6,16.8,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/22c36cda-50b8-4620-5896-08ddae36ef9e/Documents,1,https://www.environdec.com/library/epd24574,True
EPD-IES-0024582:003,24582,AIS Tinted Glass,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,14.63 kg,13.5,kg CO2 eq.,Global Warming Potential (GWP-GHG),-1.18,14.9,13.8,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/e93e4d41-c8a2-48af-1cba-08ddae4f921d/Documents,1,https://www.environdec.com/library/epd24582,True
EPD-IES-0024584:003,24584,AIS Laminated Glass,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,25 kg,45.4,kg CO2 eq.,Global Warming Potential (GWP-GHG),-1.48,47.4,45.9,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/27119e0f-87c6-40aa-1cbb-08ddae4f921d/Documents,1,https://www.environdec.com/library/epd24584,True
EPD-IES-0024583:003,24583,AIS Heat Treated Glass,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,15 kg,24.6,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.916,25.8,24.9,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/5352f2b8-6668-4ee0-ce70-08ddae51845d/Documents,1,https://www.environdec.com/library/epd24583,True
EPD-IES-0024586:003,24586, AIS Insulated Glass Unit ,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,32.8 kg,45.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),-1.96,47.6,46.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/bddf45ec-69d3-4d27-ce71-08ddae51845d/Documents,1,https://www.environdec.com/library/epd24586,True
EPD-IES-0024589:003,24589, AIS Offline Coated Glass ,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,1 kg,20.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.833,21.4,20.6,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b2dec548-6b6c-405a-ce72-08ddae51845d/Documents,1,https://www.environdec.com/library/epd24589,True
EPD-IES-0024590:003,24590,AIS Online Coated Glass,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,14.63 kg,13.6,kg CO2 eq.,Global Warming Potential (GWP-GHG),-1.18,15.1,13.9,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7dd695cd-23ea-4441-ce73-08ddae51845d/Documents,1,https://www.environdec.com/library/epd24590,True
EPD-IES-0024591:003,24591, AIS Ceramic Frit Glass ,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,12.8 kg,20.3,kg CO2 eq.,Global Warming Potential (GWP-GHG),-0.715,21.3,20.6,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/69835f02-b162-40d2-437f-08ddae541f54/Documents,1,https://www.environdec.com/library/epd24591,True
EPD-IES-0024593:003,24593,AIS Frosted Glass ,Asahi Glass India Ltd. (AIS),Glass & Glazing,Construction products,14.63 kg,16.8,kg CO2 eq.,Global Warming Potential (GWP-GHG),-1.63,18.8,17.2,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-09-05,2025-09-03,2030-06-17,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/176c5450-d39a-4297-16b3-08ddae5a6cd9/Documents,1,https://www.environdec.com/library/epd24593,True
EPD-IES-0017772:002,17772,Height Adjustable Table,Featherlite Furniture,Furniture & Fittings,Construction products,"The functional unit is one height-adjustable table (HAT), including packaging, weighing 72.44  kg, with a service life of 10 years, intended for regular indoor office use.",114.0,kg CO2 eq.,Global Warming Potential (GWP-GHG),114.0,-21.7,92.0,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",14,Registered,True,2025,2025-08-05,2025-08-01,2030-07-31,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,info@greenexenvironmental.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/532dc893-ccf3-48af-9e0a-08ddae5c0287/Documents,1,https://www.environdec.com/library/epd17772,True
EPD-IES-0022574:002,22574,Magnetron coated glass on ORAE® 6 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,9.21,kg CO2 eq.,GWP-fossil,9.21,0.474,9.71,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-07-18,2025-07-17,2030-06-04,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/20cb49b1-8992-468f-96d3-08dd9dcb99f2/Documents,1,https://www.environdec.com/library/epd22574,False
EPD-IES-0021776:002,21776,ORAÉ® 8 mm,Saint-Gobain India Private Limited,Other,Construction products,1 m2,10.3,kg CO2 eq.,GWP-GHG,10.3,0.381,10.7,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-07-18,2025-07-17,2030-06-11,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/2e645d9c-97bc-4435-5b4e-08dd9dc7a8d9/Documents,1,https://www.environdec.com/library/epd21776,False
EPD-IES-0023942:002,23942,Magnetron coated glass on ORAE® 8 mm,Saint-Gobain India Private Limited,Glass & Glazing,Construction products,1 m2,11.6,kg CO2 eq.,GWP-fossil,11.6,0.632,12.3,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-07-18,2025-07-17,2030-06-04,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7040c7c1-3be4-40d0-f139-08dd9e78cd08/Documents,1,https://www.environdec.com/library/epd23942,False
EPD-IES-0024225:003,24225,Game Changer 100% Recycled BCF Yarn,AYM Syntex Limited,Other,Construction products,1 kg,1.07,kg CO2 eq.,GWP-GHG,1.07,0.0296,1.1,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-07-16,2025-07-15,2030-05-28,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/dc476e0e-048b-4719-13c1-08dda8a18414/Documents,1,https://www.environdec.com/library/epd24225,False
EPD-IES-0024614:004,24614,Recycled Nylon BCF Yarn  ,AYM Syntex Limited,Other,Construction products,1 kg,1.26,kg CO2 eq.,GWP-GHG,1.26,0.0399,1.3,"A1-A3, C1-C4, D",,Registered,True,2025,2025-07-16,2025-07-14,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,SChavan@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/7b46bd01-1bb2-4852-5efa-08ddaef812e3/Documents,1,https://www.environdec.com/library/epd24614,False
EPD-IES-0024799:004,24799,GYPROC® Rigiroc™ 13 mm,Saint-Gobain India Private Limited,Other,Construction products,1 m2,5.08,kg CO2 eq.,GWP-GHG,4.98,-0.369,4.64,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-11-20,2025-07-09,2030-07-08,2019:14 Construction products (EN 15804+A2) (version 2.0.1) 2.0.1,India,India,Sreekavya.Vadapalli@saint-gobain.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/b579e2b8-a34a-453f-a21e-08ddb7b52974/Documents,1,https://www.environdec.com/library/epd24799,False
EPD-IES-0022639:002,22639,Dry Fly ash,JSW Energy Limited,Concrete & Cement,Construction products,1 t,65.3,kg CO2 eq.,GWP-GHG,65.2,0.14,65.4,A1-A3,,Registered,True,2025,2025-07-09,2025-07-04,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,psingh@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/27eaf9d2-51ea-4103-1a02-08dd8b999069/Documents,1,https://www.environdec.com/library/epd22639,False
EPD-IES-0023972:002,23972,Ready Mix Concrete (M75 & M80),ACC Limited,Concrete & Cement,Construction products,1 m3,499,kg CO2 eq.,GWP-GHG,499,3.16,502,"A1-A3, A4, A5, B1-B7, C1-C4, D",,Registered,True,2025,2025-07-09,2025-07-04,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Dhvani Purohit,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/288ca019-f49d-4064-c503-08dda2a8bc4e/Documents,1,https://www.environdec.com/library/epd23972,False
EPD-IES-0012014:003,12014,SAWH Coated Steel Pipe,Jindal SAW Limited,Steel & Metal,Construction products,1000 kg,1826.14,kg CO2 eq.,GWP-GHG,1787.33,43.28,1849.96,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-07-04,2025-06-25,2029-02-13,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/9f9e23a8-44c3-4832-c372-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12014,False
EPD-IES-0012015:003,12015,CRA Welded Pipe,Jindal SAW Limited,Steel & Metal,Construction products,1000 kg,1949.22,kg CO2 eq.,GWP-GHG,1919.48,44.48,1968.07,"A1-A3, C1, C2, C3, C4, D",,Registered,True,2025,2025-07-04,2025-06-25,2029-02-13,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,suraj.shekhar@theesgadvisory.in,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/8c4e252d-c069-4410-c373-08dbfcbd856b/Documents,1,https://www.environdec.com/library/epd12015,False
EPD-IES-0022358:001,22358,Windor Movewall - Sliding Folding partition,Windor India Pvt Limited,Glass & Glazing,Construction products,1 m2,89.3,kg CO2 eq.,GWP-GHG,89.4,-20.9,68.6,"A1-A3, A4, A5, C1-C4, D",,Registered,True,2025,2025-07-07,2025-06-20,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/4bf5db5b-f04d-42f5-181a-08dd8159a80b/Documents,1,https://www.environdec.com/library/epd22358,False
EPD-IES-0022359:001,22359,Windor Phone booth,Windor India Pvt Limited,Other,Construction products,1 m2,48.3,kg CO2 eq.,GWP-GHG,48.4,-0.479,47.9,"A1-A3, A4, A5, C1-C4, D",,Registered,True,2025,2025-07-07,2025-06-20,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,psingh@spherasolutions.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/100856fd-b45d-46a7-181b-08dd8159a80b/Documents,1,https://www.environdec.com/library/epd22359,False
EPD-IES-0024476:001,24476,High Security Safes,Godrej & Boyce Manufacturing Company Limited,Other,Construction products,1 t,3430,kg CO2 eq.,GWP-GHG,3440,-69.4,3370,"A1-A3, A5, C1-C4, D",,Registered,True,2025,2025-07-03,2025-06-20,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,Global,India,Jjyotsana@sphera.com,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/d6af31c9-e7e3-48f0-e9e4-08ddacd8e900/Documents,1,https://www.environdec.com/library/epd24476,False
EPD-IES-0024671:002,24671,Knauf India Thundersteel Metal Profiles,Knauf India Private Limited,Steel & Metal,Construction products,1 kg,0.00365,kg CO2 eq.,Global Warming Potential (GWP-GHG),3.69,0.00365,3.7,"A1-A3, A4, A5, B1, B2, B3, B4, B5, B6, B7, C1, C2, C3, C4, D",20,Registered,True,2025,2025-11-06,2025-06-20,2030-06-19,2019:14 Construction products (EN 15804+A2) (version 1.3.4) 1.3.4,India,India,Gaurav Gupta,https://api.environdec.com/api/v1/EPDLibrary/Files/EPDs/65a757d3-727d-4a48-a2e4-08ddafb6f03c/Documents,1,https://www.environdec.com/library/epd24671,True
